Area Type,Availability,Location,Size,Society,Total Sqft,Balcony,Price,Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
Super built-up  Area,Ready To Move,Banaswadi,2 BHK,,1145,2.0,55.0,5/10/22,2.0,13000.0,1180.0,1 out of 3,Carpet Area,Electronic City,Bangalore,Semi-Furnished,Family,2.0,Contact Owner
Built-up  Area,Ready To Move,Hormavu,2 BHK,BhncyRe,1180,2.0,50.0,4/29/22,2.0,12000.0,1400.0,2 out of 4,Super Area,Kothanur,Bangalore,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Belatur,2 BHK,Kehts H,1260,2.0,58.0,4/29/22,1.0,10000.0,750.0,2 out of 5,Super Area,whitefield,Bangalore,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,19-Jun,Yelahanka,4 BHK,Vaaram ,3450 - 3472,,173.0,6/4/22,2.0,9000.0,580.0,Ground out of 3,Carpet Area,Visthar,Bangalore,Semi-Furnished,Bachelors,1.0,Contact Owner
Built-up  Area,Ready To Move,Arekere,2 BHK,DancyRe,1190,2.0,55.0,6/4/22,1.0,6000.0,350.0,Ground out of 1,Super Area,K R Puram,Bangalore,Unfurnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Klark L,1691,2.0,119.0,5/11/22,2.0,8900.0,1100.0,1 out of 2,Super Area,Sarjapur Road,Bangalore,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,18-Dec,Lalbagh Road,4 BHK,,3675,3.0,367.0,6/30/22,3.0,40000.0,1900.0,3 out of 6,Carpet Area,Basavanagudi,Bangalore,Unfurnished,Bachelors,3.0,Contact Agent
Built-up  Area,Ready To Move,Frazer Town,3 BHK,Frhts H,1305,,95.45,6/23/22,2.0,24000.0,1105.0,1 out of 4,Carpet Area,"Syndicate Bank Colony, Arakere",Bangalore,Furnished,Bachelors/Family,2.0,Contact Agent
Super built-up  Area,18-Apr,Basavangudi,3 BHK,,2337,3.0,292.0,7/5/22,2.0,18500.0,1080.0,3 out of 12,Carpet Area,"Jalahalli, Jalahalli, Outer Ring Road",Bangalore,Furnished,Bachelors/Family,2.0,Contact Owner
Plot  Area,Ready To Move,Kamakya Layout,2 Bedroom,,1200,2.0,150.0,6/13/22,2.0,16000.0,1281.0,1 out of 5,Super Area,Padmanabha Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,20-Dec,Domlur,2 BHK,,1206,1.0,217.0,5/23/22,1.0,8000.0,600.0,Ground out of 3,Super Area,Uttarahalli,Bangalore,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Plot  Area,Ready To Move,Vignana Nagar,5 Bedroom,,1350,1.0,130.0,7/4/22,2.0,15000.0,850.0,Ground out of 3,Super Area,Horamavu,Bangalore,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Kogilu,2 BHK,,1140,1.0,50.66,7/4/22,2.0,27000.0,1200.0,2 out of 5,Super Area,"Hennur, Hennur Bagalur Road",Bangalore,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Nallurhalli,2 BHK,Mauil T,1250,2.0,65.0,7/4/22,2.0,17000.0,900.0,4 out of 5,Super Area,Bhuvaneswari Nagar,Bangalore,Furnished,Bachelors/Family,2.0,Contact Owner
Plot  Area,Ready To Move,Kamakshipalya,3 Bedroom,,600,1.0,60.0,7/6/22,3.0,50000.0,1250.0,3 out of 5,Carpet Area,"Bhel Township- Malleshwaram, Malleshwaram",Bangalore,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
Super built-up  Area,18-Aug,Chinnapanahalli,2 BHK,,1225,2.0,48.0,6/22/22,2.0,14000.0,800.0,3 out of 3,Carpet Area,"Ews Colony, BTM Layout",Bangalore,Unfurnished,Bachelors,2.0,Contact Owner
Built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,N iewak,800,2.0,28.0,5/14/22,1.0,5000.0,500.0,Ground out of 3,Super Area,Peenya 2nd Stage,Bangalore,Unfurnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Jalahalli East,2 BHK,ShshaSa,1020,1.0,58.0,4/28/22,2.0,8000.0,600.0,2 out of 3,Super Area,"Electronic City Phase 2, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Built-up  Area,Ready To Move,TC Palaya,4 Bedroom,,2100,1.0,50.0,5/19/22,3.0,20000.0,904.0,1 out of 5,Super Area,Gottigere Main Rd,Bangalore,Furnished,Bachelors/Family,2.0,Contact Owner
Plot  Area,Ready To Move,Lingarajapuram,2 Bedroom,,1350,1.0,80.0,6/27/22,2.0,15000.0,750.0,1 out of 4,Super Area,"Banashankari Stage 2, Banashankari",Bangalore,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Anekal,2 BHK,,925,1.0,40.0,7/7/22,3.0,20000.0,1252.0,3 out of 5,Carpet Area,Kogilu,Bangalore,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Built-up  Area,Ready To Move,Yelachenahalli,4 Bedroom,,1800,1.0,220.0,5/20/22,2.0,11000.0,1200.0,1 out of 2,Super Area,"Bhel Layout, Rajarajeshwari Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Built-up  Area,Ready To Move,3rd Block HBR Layout,3 Bedroom,,2000,1.0,100.0,5/14/22,2.0,8500.0,440.0,2 out of 4,Super Area,Kamala Nagar,Bangalore,Furnished,Bachelors/Family,2.0,Contact Owner
Built-up  Area,Ready To Move,Frazer Town,3 BHK,Loente ,1510,1.0,75.0,5/23/22,3.0,22500.0,1600.0,2 out of 4,Carpet Area,"Bohra Layout, Gottigere, bannerghatta main Road",Bangalore,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
Plot  Area,Ready To Move,Kasavanhalli,5 Bedroom,,5800,,1200.0,6/4/22,2.0,15000.0,1200.0,3 out of 4,Super Area,Kodigenahalli,Bangalore,Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Laxmi Sagar Layout,3 BHK,DubowRa,1614,1.0,110.0,5/18/22,2.0,11000.0,950.0,2 out of 3,Carpet Area,Begur,Bangalore,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Plot  Area,Ready To Move,Yeshwanthpur,3 Bedroom,,682,1.0,130.0,6/27/22,2.0,11000.0,800.0,Ground out of 4,Super Area,Battarahalli,Bangalore,Unfurnished,Bachelors/Family,2.0,Contact Owner
Plot  Area,Ready To Move,Gottigere,2 Bedroom,,1200,0.0,95.0,5/24/22,2.0,9000.0,1000.0,1 out of 3,Carpet Area,Budigere Cross,Bangalore,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Plot  Area,Ready To Move,TC Palaya,2 Bedroom,,900,0.0,55.0,7/9/22,3.0,120000.0,2770.0,3 out of 22,Super Area,"Dollars Colony-Rmv Extension Stage 2, RMV Extension Stage 2",Bangalore,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
Built-up  Area,Ready To Move,Bommenahalli,4 Bedroom,Prana S,1632,0.0,145.0,6/4/22,2.0,15000.0,800.0,Ground out of 4,Super Area,Bilekahalli,Bangalore,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,OMBR Layout,2 BHK,,1041,2.0,65.5,6/20/22,1.0,7000.0,400.0,Ground out of 2,Super Area,Mathikere,Bangalore,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Built-up  Area,Ready To Move,7th Phase JP Nagar,6 BHK,BriumMi,5080,,450.0,5/23/22,1.0,5000.0,144.0,Ground out of 1,Super Area,Padmanabha Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,18-Jul,Bannerghatta,4 BHK,Mamespa,3012,2.0,250.0,5/27/22,1.0,18000.0,600.0,2 out of 4,Super Area,"Itpl, Whitefield",Bangalore,Furnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,,1530,2.0,74.5,5/27/22,3.0,45000.0,2200.0,2 out of 4,Carpet Area,"Hsr Layout Sector 6, HSR Layout",Bangalore,Semi-Furnished,Bachelors,3.0,Contact Agent
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,3 BHK,NCdgerj,1450,2.0,135.0,7/7/22,2.0,21000.0,1005.0,2 out of 5,Carpet Area,Indira Nagar,Bangalore,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Hiate F,1200,2.0,75.0,6/20/22,2.0,10000.0,1200.0,Ground out of 1,Super Area,Ramamurthy Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Plot  Area,Ready To Move,Sahakara Nagar,4 Bedroom,,1200,,130.0,5/19/22,2.0,15000.0,1180.0,Ground out of 5,Super Area,Bommanahalli,Bangalore,Semi-Furnished,Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Hosur Road,3 BHK,PuendWe,1508,1.0,110.0,5/19/22,2.0,11000.0,900.0,2 out of 3,Super Area,T Dasarahalli,Bangalore,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Built-up  Area,Ready To Move,New Gurappana Palya,7 BHK,,600,3.0,106.0,6/30/22,1.0,7500.0,500.0,1 out of 2,Carpet Area,Hosa Road Junction,Bangalore,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,2 BHK,AlEcone,1188,3.0,73.0,7/8/22,3.0,22000.0,1100.0,2 out of 4,Carpet Area,"East Of Ngef Layout, Bennigana Halli",Bangalore,Semi-Furnished,Family,2.0,Contact Owner
Super built-up  Area,18-May,Old Airport Road,4 BHK,Jaades ,2690,3.0,199.0,5/31/22,2.0,17000.0,1100.0,1 out of 3,Super Area,"Malleshpalya, Kaggadasapura",Bangalore,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1174,1.0,76.0,5/27/22,1.0,6000.0,400.0,3 out of 4,Super Area,Parappana Agrahara,Bangalore,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,19-Dec,Old Madras Road,3 BHK,SheldGr,1350,1.0,58.99,5/27/22,2.0,20000.0,1250.0,3 out of 4,Super Area,"Ags Layout, Hebbal",Bangalore,Semi-Furnished,Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Frazer Town,3 BHK,Bamita ,1870,3.0,185.0,5/23/22,2.0,18000.0,600.0,Ground out of 2,Super Area,Marathahalli,Bangalore,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,18-Jun,Kengeri Satellite Town,2 BHK,DSestSt,1072,1.0,25.0,6/23/22,2.0,13000.0,780.0,1 out of 3,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1.0,Contact Agent
Plot  Area,Ready To Move,Nelamangala,3 Bedroom,,52272,1.0,140.0,7/6/22,2.0,38000.0,1274.0,9 out of 32,Carpet Area,Kanakapura Road,Bangalore,Semi-Furnished,Bachelors/Family,2.0,Contact Agent
Super built-up  Area,18-Nov,Kengeri,2 BHK,VBn 2lm,726,1.0,31.0,6/16/22,2.0,36000.0,1200.0,1 out of 4,Carpet Area,whitefield,Bangalore,Furnished,Bachelors/Family,2.0,Contact Agent
Super built-up  Area,Ready To Move,Hosur Road,2 BHK,Saageat,1345,2.0,106.0,6/20/22,1.0,7500.0,400.0,3 out of 4,Super Area,Chikkalasandra,Bangalore,Unfurnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1200,2.0,45.0,6/20/22,1.0,9000.0,500.0,Ground out of 4,Super Area,Maruthi Sevanagar,Bangalore,Unfurnished,Bachelors/Family,1.0,Contact Owner
Built-up  Area,Ready To Move,Nagavarapalya,2 BHK,,980,0.0,37.0,6/4/22,3.0,18000.0,1100.0,11 out of 18,Carpet Area,Doddabanahalli,Bangalore,Semi-Furnished,Bachelors,3.0,Contact Owner
Super built-up  Area,Ready To Move,Hormavu,2 BHK,SyidaCr,1050,1.0,77.0,6/30/22,1.0,6500.0,700.0,1 out of 4,Super Area,"Electronic City Phase 2, Electronic City",Bangalore,Unfurnished,Bachelors,1.0,Contact Owner
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,993,1.0,39.71,7/4/22,2.0,6000.0,600.0,2 out of 3,Super Area,Chikkabanavara,Bangalore,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,,1300,2.0,52.0,6/9/22,2.0,18000.0,1200.0,3 out of 10,Carpet Area,Kodigenahalli,Bangalore,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1743,2.0,85.0,6/16/22,2.0,12000.0,900.0,2 out of 4,Super Area,"Shivananda Nagar, Vijayanagar",Bangalore,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Plot  Area,Ready To Move,Whitefield,4 Bedroom,,1204,1.0,125.0,5/12/22,3.0,75000.0,1850.0,6 out of 11,Carpet Area,"Jaya Nagar Block 8, Jayanagar",Bangalore,Semi-Furnished,Bachelors,3.0,Contact Agent
Plot  Area,Ready To Move,Hormavu,2 Bedroom,,1200,0.0,67.0,6/4/22,2.0,25000.0,900.0,Ground out of 1,Super Area,Kammanahalli,Bangalore,Unfurnished,Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,2nd Block Hrbr Layout,3 BHK,,1480,2.0,90.0,6/16/22,2.0,20000.0,1050.0,2 out of 4,Super Area,Hulimavu,Bangalore,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Sondaka,950,2.0,32.5,5/27/22,2.0,8000.0,1200.0,2 out of 3,Super Area,Vidyaranyapura,Bangalore,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Built-up  Area,Ready To Move,Domlur,1 BHK,Saiewas,640,0.0,55.0,5/27/22,2.0,11000.0,600.0,2 out of 4,Super Area,Electronic City,Bangalore,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,18-Jul,Electronic City Phase II,2 BHK,MJtroty,972,1.0,44.0,7/9/22,3.0,65000.0,1480.0,7 out of 14,Carpet Area,"Dodda Nekkundi Extension, Kartik Nagar, Outer Ring Road",Bangalore,Furnished,Family,2.0,Contact Agent
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,PadgeOa,1840,3.0,98.0,5/23/22,1.0,6000.0,400.0,4 out of 5,Super Area,Kasturi Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Prarkun,1128,1.0,64.0,6/30/22,4.0,160000.0,4500.0,4 out of 4,Carpet Area,Langford Gardens,Bangalore,Unfurnished,Bachelors,4.0,Contact Agent
Plot  Area,Ready To Move,Hongasandra,2 Bedroom,,680,0.0,42.0,6/29/22,1.0,11000.0,600.0,Ground out of 3,Super Area,"Maruthi Extesnion, Rajajinagar",Bangalore,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Plot  Area,Ready To Move,Harappanahalli,2 Bedroom,Clood E,2400,1.0,95.0,5/11/22,2.0,20000.0,1100.0,1 out of 5,Super Area,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,Unfurnished,Bachelors/Family,2.0,Contact Owner
Built-up  Area,Ready To Move,Basapura,2 BHK,,1045,2.0,42.0,6/4/22,1.0,5500.0,600.0,Ground out of 3,Super Area,Rayasandra,Bangalore,Unfurnished,Bachelors/Family,1.0,Contact Owner
Built-up  Area,Ready To Move,Roopena Agrahara,2 BHK,,955,3.0,53.55,6/4/22,3.0,12000.0,1100.0,6 out of 7,Super Area,"Shampura, Kaval Byrasandra",Bangalore,Semi-Furnished,Bachelors/Family,3.0,Contact Owner
Super built-up  Area,Ready To Move,Doddakallasandra,3 BHK,,1360,2.0,54.39,7/4/22,3.0,21500.0,1320.0,3 out of 4,Super Area,Bommasandra,Bangalore,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,BTM Layout,2 BHK,Mames M,1150,2.0,63.0,5/19/22,2.0,9300.0,500.0,2 out of 4,Super Area,Rajajinagar,Bangalore,Unfurnished,Bachelors/Family,1.0,Contact Owner
Built-up  Area,19-Mar,Hennur Road,4 Bedroom,Gollela,3450,3.0,294.0,5/19/22,1.0,6000.0,600.0,Ground out of 2,Super Area,Choodasandra,Bangalore,Unfurnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,18-Oct,Chennammana Kere,2 BHK,,1115,2.0,56.87,5/27/22,2.0,13000.0,650.0,1 out of 4,Super Area,Arakere,Bangalore,Unfurnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsen,920,2.0,46.0,6/20/22,1.0,7000.0,300.0,3 out of 3,Carpet Area,New Thippasandra,Bangalore,Unfurnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,18-Jun,Bommasandra Industrial Area,2 BHK,,1030,1.0,41.0,6/20/22,2.0,14000.0,1000.0,1 out of 4,Super Area,Battarahalli,Bangalore,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1564,1.0,101.0,6/20/22,2.0,14000.0,1200.0,Ground out of 3,Super Area,"A Narayanapura, Mahadevapura",Bangalore,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,SirlsPe,1045,1.0,45.0,6/12/22,1.0,6000.0,650.0,2 out of 6,Super Area,Banashankari,Bangalore,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Plot  Area,Ready To Move,Hegde Nagar,4 Bedroom,,1200,1.0,83.0,6/4/22,1.0,12500.0,600.0,1 out of 1,Super Area,New Bel Road,Bangalore,Unfurnished,Bachelors/Family,1.0,Contact Owner
Built-up  Area,Ready To Move,Subramanyapura,2 BHK,,1277,2.0,55.0,4/28/22,1.0,7000.0,400.0,2 out of 7,Carpet Area,Gunjur,Bangalore,Semi-Furnished,Bachelors,1.0,Contact Owner
Super built-up  Area,Ready To Move,Kanaka Nagar,3 BHK,SoniaPe,2479.13,1.0,215.0,6/4/22,2.0,13000.0,1000.0,2 out of 3,Super Area,Anantapura,Bangalore,Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,1846,2.0,140.0,7/7/22,2.0,20000.0,1100.0,2 out of 3,Carpet Area,Hulimavu,Bangalore,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Built-up  Area,Ready To Move,Tasker Town,2 BHK,,1100,0.0,106.0,5/23/22,2.0,24000.0,1300.0,2 out of 3,Super Area,"Ombr Layout, Banaswadi",Bangalore,Unfurnished,Bachelors,2.0,Contact Owner
Super built-up  Area,Ready To Move,Govindpura,3 BHK,Muncy R,1690,,75.0,4/28/22,1.0,6000.0,600.0,3 out of 3,Super Area,Hongasandra,Bangalore,Unfurnished,Bachelors/Family,1.0,Contact Owner
Plot  Area,17-Jul,Hormavu,2 Bedroom,,1200,0.0,70.0,5/19/22,2.0,15000.0,800.0,1 out of 6,Super Area,Chamrajpet,Bangalore,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Built-up  Area,Ready To Move,Yelahanka,4 Bedroom,InllaPa,3042,0.0,131.0,5/30/22,2.0,20000.0,1115.0,2 out of 4,Super Area,Sahakara Nagar,Bangalore,Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1640,3.0,223.0,5/31/22,2.0,17000.0,1060.0,1 out of 5,Carpet Area,K R Puram,Bangalore,Unfurnished,Bachelors,2.0,Contact Owner
Built-up  Area,19-Mar,NR Colony,2 BHK,GKncysi,1068,1.0,40.05,5/19/22,3.0,35000.0,1278.0,3 out of 7,Super Area,Mathikere,Bangalore,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,SGiewrk,1135,2.0,58.0,7/4/22,3.0,22000.0,1500.0,2 out of 4,Super Area,Kanakapura Road,Bangalore,Semi-Furnished,Bachelors/Family,3.0,Contact Owner
Super built-up  Area,Ready To Move,Agara Village,3 BHK,,1925,2.0,120.0,7/4/22,2.0,18000.0,1000.0,2 out of 3,Carpet Area,"Jp Nagar Phase 7, J P Nagar",Bangalore,Semi-Furnished,Bachelors,2.0,Contact Agent
Super built-up  Area,Ready To Move,Begur Road,3 BHK,,1615,2.0,60.0,6/8/22,4.0,120000.0,4105.0,11 out of 25,Carpet Area,Hebbal,Bangalore,Semi-Furnished,Bachelors/Family,4.0,Contact Agent
Super built-up  Area,Ready To Move,Shettigere,1 BHK,,650,1.0,26.0,6/27/22,2.0,10000.0,800.0,Ground out of 5,Super Area,Adugodi,Bangalore,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Plot  Area,Ready To Move,Chikkasandra,9 Bedroom,,1200,3.0,120.0,5/19/22,2.0,8000.0,500.0,1 out of 3,Super Area,Vijayanagar,Bangalore,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,AnaveEn,1150,3.0,42.0,5/23/22,2.0,9500.0,700.0,Ground out of 4,Super Area,Chikkalasandra,Bangalore,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Plot  Area,Ready To Move,Kothannur,6 Bedroom,,930,1.0,135.0,5/22/22,2.0,9000.0,1055.0,Ground out of 1,Carpet Area,Sathnur,Bangalore,Semi-Furnished,Bachelors,2.0,Contact Agent
Super built-up  Area,18-Mar,Kenchanehalli R R Nagar,3 BHK,,1410,2.0,45.12,6/30/22,3.0,31000.0,1325.0,1 out of 10,Carpet Area,"Jalahalli, Jalahalli, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Built-up  Area,Ready To Move,6th Phase JP Nagar,3 Bedroom,,600,0.0,100.0,6/29/22,2.0,14000.0,950.0,2 out of 4,Super Area,Electronic City,Bangalore,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,18-Apr,Kumara Park,3 BHK,,2000,3.0,207.0,5/28/22,1.0,7000.0,450.0,Ground out of 4,Carpet Area,Banjara Layout,Bangalore,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,Sahtsva,1354,1.0,90.0,5/10/22,3.0,24000.0,1200.0,1 out of 3,Super Area,Banaswadi,Bangalore,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Plot  Area,Ready To Move,BEL Road,2 Bedroom,,1050,0.0,110.0,5/24/22,1.0,8000.0,400.0,2 out of 3,Carpet Area,"Electronic City Phase 2, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Built-up  Area,Ready To Move,Arekere,1 BHK,,600,1.0,28.0,5/14/22,1.0,22000.0,400.0,Ground out of 3,Super Area,Indira Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Plot  Area,Ready To Move,Varthur,4 Bedroom,SLncyaj,1320,1.0,110.0,4/29/22,2.0,12000.0,600.0,Ground out of 2,Super Area,Vijay Enclave,Bangalore,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,18-May,Koramangala,3 BHK,,1600,2.0,88.0,7/4/22,1.0,5000.0,500.0,1 out of 2,Super Area,Vidyaranyapura,Bangalore,Unfurnished,Bachelors/Family,1.0,Contact Owner
Built-up  Area,Ready To Move,Kanakpura Road,4 Bedroom,ColeyNa,3500,2.0,225.0,5/14/22,1.0,6000.0,400.0,3 out of 4,Super Area,Hongasandra,Bangalore,Unfurnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,GM Palaya,2 BHK,Samesan,1000,1.0,36.0,5/23/22,2.0,30000.0,1100.0,2 out of 5,Super Area,Maruthi Sevanagar,Bangalore,Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Byagadadhenahalli,3 BHK,VBavaai,1130,1.0,38.0,5/23/22,2.0,12000.0,650.0,2 out of 4,Super Area,Bommanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,,1238,1.0,67.0,5/23/22,2.0,15000.0,600.0,2 out of 3,Super Area,Ejipura,Bangalore,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Ashwathnagar,3 BHK,Vaour S,2204,3.0,305.0,6/4/22,2.0,14000.0,800.0,1 out of 3,Super Area,Hongasandra,Bangalore,Furnished,Bachelors/Family,2.0,Contact Owner
Plot  Area,Ready To Move,KR Puram,8 Bedroom,,1200,,110.0,6/4/22,1.0,22000.0,460.0,3 out of 5,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1.0,Contact Agent
Super built-up  Area,18-Apr,Kudlu Gate,3 BHK,,1364,3.0,46.38,5/31/22,2.0,40000.0,1380.0,2 out of 9,Carpet Area,"Hal Layout, Hosur Road",Bangalore,Semi-Furnished,Bachelors/Family,2.0,Contact Agent
Built-up  Area,Ready To Move,Srinivasa Nagar,2 BHK,,900,1.0,45.0,6/22/22,1.0,12000.0,500.0,1 out of 3,Super Area,Banaswadi,Bangalore,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Gubbalala,3 BHK,MauilTr,1745,2.0,104.0,6/4/22,2.0,15000.0,825.0,Ground out of 2,Super Area,Hulimavu,Bangalore,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Kogilu,2 BHK,,1200,1.0,53.33,5/23/22,2.0,9500.0,700.0,2 out of 6,Super Area,Varthur,Bangalore,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Kanakapura,2 BHK,,1020,1.0,42.83,5/27/22,2.0,15000.0,1110.0,1 out of 2,Carpet Area,Subramanyapura,Bangalore,Unfurnished,Bachelors,2.0,Contact Owner
Super built-up  Area,18-Dec,Banashankari Stage III,3 BHK,,1650,2.0,118.0,7/4/22,2.0,15000.0,800.0,2 out of 4,Super Area,"Panduranga Nagar, bannerghatta main Road",Bangalore,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Doddabommasandra,3 BHK,MaaveEn,1550,3.0,70.0,6/20/22,2.0,10000.0,810.0,Ground out of 2,Super Area,Vijayanagar,Bangalore,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,,1440,2.0,60.0,5/27/22,4.0,15000.0,1150.0,Ground out of 3,Super Area,Yelahanka New Town,Bangalore,Semi-Furnished,Bachelors/Family,3.0,Contact Owner
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,3 BHK,Soe 2as,1329,2.0,45.95,5/19/22,1.0,7000.0,700.0,3 out of 4,Super Area,Mailasandar,Bangalore,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
